sale_id,vehicle_id,customer_id,sale_date,sale_price
258233,25423,2445,2020-09-03,26597
32066,924650,1965,2009-10-09,57141
97283,216967,1041,2022-01-28,22420
589203,765067,1861,2004-01-20,24854
45960,297854,657,2006-09-14,22414
396821,386364,2273,2023-01-07,42840
284289,572786,2629,2016-12-08,27027
537157,674078,1633,2011-04-07,22963
669096,205854,1652,2019-02-01,20905
590052,919942,91,2023-03-21,27003
890153,760649,1939,2020-07-15,43071
848859,705073,2455,2016-01-23,34415
562001,278178,1828,2009-10-13,25384
732052,563861,3009,2017-06-04,25228
707609,378412,115,2022-04-26,40852
848624,908011,3044,2014-03-19,22818
396796,868259,1435,2021-06-27,25715
534457,830247,3043,2017-01-12,54695
307906,697233,3962,2018-01-18,37570
280284,724559,1607,2009-09-26,24990
153092,336612,2052,2020-11-19,44737
795179,613894,2173,2023-10-03,36735
576103,510334,2692,2021-03-15,38465
938924,443742,1717,2019-12-15,28805
963757,966563,1819,2023-08-06,38639
327100,144757,2393,2008-01-21,41562
811209,85338,3334,2019-11-22,34394
721744,844734,2047,2018-05-14,38670
953866,950505,2305,2010-05-30,37755
839678,437465,1828,2023-07-31,36952
79522,856858,2949,2022-09-08,38325
519833,391661,1237,2020-12-05,26289
356038,322298,3806,2021-03-23,21486
583663,38309,1058,2021-06-10,44014
233770,388933,370,2020-09-24,41822
87652,601138,3113,2021-11-22,26493
691285,963372,2585,2022-06-27,44469
739343,876326,941,2022-12-17,54596
383543,175632,868,2018-09-02,38908
778132,689279,1228,2013-10-24,33334
747883,799819,1989,2023-05-18,26370
463405,345250,1021,2023-08-29,34439
142209,159426,774,2017-01-21,40977
846623,670341,3525,2019-06-06,42384
571177,144642,889,2008-06-20,21656
482533,461228,1799,2023-07-25,43629
21719,127332,1974,2005-11-18,35896
540907,736061,3661,2021-08-20,23294
919446,193476,1903,2023-04-11,34013
893620,1560,1615,2022-05-26,35080
751146,538168,780,2017-06-22,40032
578498,442828,3176,2007-03-09,22187
525948,885175,2129,2007-01-21,24876
432384,706908,851,2010-03-21,43609
73090,70316,1013,2022-03-18,34757
972255,40604,2513,2018-05-08,35261
199442,772654,2581,2011-08-05,34995
108673,279044,451,2015-08-29,39441
488169,313741,2781,2022-10-24,26321
827169,12738,2902,2022-02-28,26048
376780,51942,2009,2020-10-23,34416
381620,370995,1527,2021-03-12,40605
12434,945441,3207,2019-12-08,47502
948349,497286,2254,2023-08-14,26146
964242,737149,839,2020-04-04,27582
535578,12299,2435,2021-11-23,35036
870466,601456,2652,2018-09-17,41761
419196,805683,3541,2013-07-27,24837
890632,24231,371,2020-12-30,34608
230901,1171,2004,2021-11-23,27599
916004,9180,3777,2016-08-08,56336
444858,497994,523,2021-10-15,28762
892756,176960,1331,2018-06-11,25779
871613,2174,1693,2022-02-01,36583
860561,980851,196,2002-02-15,24751
53644,584093,3510,2013-07-25,54169
172788,849156,1758,2022-01-04,20759
46766,348126,3932,2011-05-16,41151
204857,851789,3879,2016-06-23,38794
831570,425766,1196,2018-08-03,25909
404595,314071,3346,2019-01-03,38386
230717,128731,1162,2023-09-01,35767
926788,769788,743,2022-09-29,46158
361582,103663,2796,2013-08-31,38680
611363,665587,1122,2020-02-02,42454
510512,704409,1967,2014-12-02,25105
903975,573402,3108,2023-03-30,41678
966448,644393,1586,2008-10-12,36898
824546,319840,729,2015-12-01,25049
4461,696344,742,2020-09-11,29638
566619,815546,3530,2019-04-27,28115
645399,961995,2921,2012-11-05,41844
519650,420483,1917,2023-11-01,52697
667098,738177,164,2019-12-17,43424
760621,555659,373,2017-05-22,28399
418081,971330,2658,2021-06-30,29662
19439,804794,299,2022-07-27,38088
932114,283390,2719,2019-06-19,44371
134170,48328,3971,2008-11-08,57447
557754,140106,768,2023-04-23,55365
328332,577297,1257,2022-01-31,37633
838702,741993,3878,2013-10-02,26788
459287,35606,3459,2017-03-04,33607
744041,324534,2996,2019-08-15,20518
273137,538936,1453,2012-07-23,43699
203385,335399,464,2001-06-26,38739
843447,453405,734,2023-04-27,29646
247061,307,509,2023-12-07,26653
904113,99261,1192,2018-06-28,41172
569120,912426,748,2014-01-17,39422
215639,498928,838,2021-09-13,28227
286468,824035,3761,2021-08-20,36872
998466,786785,2183,2006-08-13,37771
510984,345490,3681,2020-04-05,39991
895297,711488,1368,2023-10-09,24118
551909,149338,835,2023-06-11,39122
445228,570304,2722,2023-11-14,53797
59087,480609,1334,2023-07-12,33221
924058,318053,689,2020-11-23,43030
413625,176626,1824,2021-03-18,32643
82656,982447,609,2017-10-12,39171
428730,270039,1805,2014-10-01,24431
929637,112693,1308,2023-09-01,33950
321423,620741,2015,2021-12-06,25764
467108,862149,440,2017-08-22,33292
97556,124029,824,2023-08-18,41872
244316,74663,2325,2010-07-26,23032
998903,919081,584,2023-10-15,33647
339611,790602,1115,2010-02-16,44934
434514,810229,1230,2022-10-18,38283
943256,21206,3047,2022-03-25,34905
457750,412609,1109,2023-02-12,41063
840088,804718,1345,2016-11-16,39616
141021,907766,1404,2023-08-02,37473
597246,799139,2447,2015-03-13,54499
189873,161450,1923,2023-03-17,45925
371648,441302,2481,2020-11-19,32516
23573,251354,253,2022-01-03,26503
434710,802522,3734,2018-01-15,39348
659196,381520,1755,2019-12-05,43560
235648,618002,2992,2002-10-13,28661
181854,101438,1676,2022-09-15,45526
952506,907323,3299,2023-07-24,24640
678356,760434,239,2017-09-18,37114
313781,77875,2396,2021-02-03,43429
492967,558365,3349,2022-12-02,37418
857119,642792,1077,2022-11-11,23384
355470,590320,1218,2017-01-08,38807
141022,205756,2261,2012-11-16,34614
824770,736197,1987,2017-11-21,39816
394055,663347,836,2023-11-22,38537
957368,549335,1741,2017-10-09,29009
438757,388188,1546,2003-05-06,33052
255810,277655,2956,2011-09-04,26016
877805,997184,2146,2022-05-08,29639
752377,101785,1783,2003-09-20,37256
545147,734179,1611,2023-04-22,20819
445770,9534,417,2023-06-15,34603
318150,523699,2121,2020-08-06,23302
891800,47676,1420,2023-04-01,43389
357061,844868,391,2014-01-17,24902
901043,980005,1217,2023-11-14,23663
825575,177621,549,2023-04-22,43650
745958,536681,1477,2019-08-29,32975
965314,186045,3136,2016-11-18,24853
242042,522931,3846,2017-08-13,46035
51697,977134,440,2011-08-17,30755
443303,603853,1936,2020-06-11,25739
487228,289700,3324,2023-04-28,45329
225296,530182,3201,2021-12-25,39410
969045,68949,121,2013-08-25,44923
84405,859853,3959,2023-03-09,27441
896705,128295,1338,2023-01-08,32381
917494,535306,3082,2019-01-15,21497
331132,862711,2467,2021-11-21,24447
739329,978004,2487,2020-02-24,40672
590021,414141,1091,2018-05-29,30444
321650,106552,3684,2021-03-03,24783
418300,913363,2402,2022-12-13,47366
460836,893809,3002,2014-07-23,45699
100588,189797,521,2021-11-23,33616
143626,251626,644,2023-02-13,30041
370376,822559,728,2016-07-04,35643
945629,699126,20,2020-04-29,35528
367843,457549,471,2018-02-15,25654
256815,433968,2241,2023-06-18,29195
397047,173191,1347,2016-10-23,47327
617812,962567,135,2009-05-31,26008
604565,957496,2451,2016-01-11,32118
178203,907601,3366,2016-06-02,29857
501299,286538,1159,2022-01-01,29016
518493,380444,192,2022-04-19,26739
173618,746068,33,2022-08-11,27847
504434,866947,456,2022-01-15,39600
240737,591846,413,2022-11-23,20438
232289,985389,3329,2011-05-17,20608
564882,322389,563,2022-11-26,27599
591567,414654,2076,2004-12-18,22276
567006,223239,3211,2021-01-15,24081
340202,719038,1436,2014-12-06,29981
572362,686652,1129,2017-11-08,53549
452399,815203,1329,2005-02-24,26316
873074,347997,640,2017-09-17,22171
740512,67351,577,2019-10-28,37233
781811,136859,702,2016-07-26,36044
943567,189317,1225,2011-09-01,26690
376794,91312,2012,2022-06-30,38432
889021,996432,1637,2009-08-02,38772
788478,141569,2609,2011-07-24,33063
938181,872783,1022,2023-02-21,44545
294893,692009,1660,2010-01-29,30158
240706,963618,1493,2022-07-23,23757
659167,892697,2663,2021-02-17,24711
676676,306056,985,2012-09-03,27716
418759,140308,3640,2017-01-09,39206
497890,246834,1157,2009-08-09,32074
951208,258054,2795,2019-12-01,24078
916673,114460,799,2020-09-19,28947
102270,972332,182,2023-10-01,25793
711014,165793,3104,2023-12-26,26467
111079,423397,2203,2023-06-10,32985
962103,551771,2546,2020-10-02,39592
853943,731210,955,2023-03-05,40082
32865,5093,1354,2015-08-28,23962
694161,363037,3112,2022-06-23,31892
710259,855778,2913,2023-10-15,42838
597781,895185,2958,2015-03-24,25919
841887,32824,415,2020-11-19,20922
402431,68761,1267,2022-01-07,39814
136128,850272,1463,2018-03-11,37636
251149,556796,1327,2017-04-07,27064
436380,965205,1282,2023-09-07,29506
818890,427937,3025,2023-12-28,39858
17112,251504,1364,2023-04-14,47482
565694,480268,2300,2023-08-06,44008
886882,280620,3585,2023-12-06,26961
437282,256759,1230,2010-08-07,38537
255390,666323,2405,2016-05-21,33805
775815,520821,1326,2008-08-10,35681
444207,180230,3893,2021-07-11,38129
203275,564871,1699,2013-01-25,27291
488740,920961,1551,2003-03-28,29854
601952,715818,1797,2012-08-22,38804
173726,697205,1344,2021-11-04,40775
82795,542763,2395,2023-01-13,41998
878791,250710,262,2020-05-25,39092
759022,776183,3985,2017-06-15,23185
425618,608553,3753,2022-04-10,37192
682888,378171,2097,2021-06-15,35622
637411,83205,2710,2004-12-30,23542
498604,32020,1435,2021-11-20,23001
683233,430875,869,2022-12-06,24686
434931,243218,3790,2016-02-09,35056
346890,94935,2594,2020-06-11,24154
116028,533840,1982,2016-10-16,38391
47703,650170,1660,2019-03-18,37969
301741,219082,1030,2021-05-25,42339
292107,378464,41,2006-12-24,23738
287318,223523,2523,2019-06-22,26708
38891,305901,425,2005-09-18,25861
234160,907265,1900,2023-10-05,31248
222697,797627,899,2021-08-17,36725
161912,698833,1055,2011-11-14,34232
946290,8027,357,2020-01-18,43763
522729,798185,156,2021-02-21,43722
489897,362387,1251,2017-11-25,36334
710958,567495,3586,2023-08-18,37319
975314,911518,3315,2023-09-05,26630
686159,709827,3941,2016-05-12,21873
165418,937025,1980,2021-04-01,32344
873900,625852,832,2023-04-11,32291
50582,422521,3778,2018-10-30,40445
635211,102925,1442,2020-06-02,40386
474695,417494,1993,2013-03-28,57414
217078,803929,3301,2017-07-23,43592
538056,622680,1708,2020-07-30,53840
753619,116466,2063,2021-02-11,28302
222598,173547,537,2021-10-29,41045
342854,965709,2689,2015-02-14,37421
772625,825462,798,2017-10-09,35353
279874,87000,3056,2017-10-08,32816
514278,528102,81,2021-11-28,21415
476802,535082,3408,2017-07-26,24941
717309,384910,2157,2022-05-12,47742
259885,888169,345,2023-05-12,34865
581208,641982,167,2017-08-05,22766
888982,922269,987,2023-02-22,23591
2669,985879,1781,2018-08-14,38680
204554,912783,34,2021-10-21,35332
283491,491779,3614,2004-02-17,40705
71517,987370,2649,2023-06-30,46425
86744,856893,2505,2023-06-23,30481
891750,551614,801,2001-09-27,33057
413917,954575,65,2018-07-18,45091
6177,899628,11,2018-11-06,28638
516516,187864,2002,2023-11-19,44604
436311,752073,3447,2023-12-03,45391
242921,204935,132,2020-10-24,37975
723751,582303,2322,2006-07-15,25093
615431,75813,3777,2010-07-12,35997
34493,113095,2317,2015-12-15,23407
405308,476100,1883,2016-05-21,42615
903800,6990,1656,2019-08-17,23493
658218,435625,1789,2021-09-08,43865
123177,857240,328,2019-09-06,29182
557345,995846,1358,2017-02-28,20579
424215,377276,510,2020-03-13,42915
990592,767600,2896,2017-10-01,26985
24688,988424,760,2022-03-27,39244
689120,926845,3124,2017-04-24,40499
210570,872417,1688,2017-04-19,39616
42835,954878,3610,2015-10-04,25091
170447,490206,3355,2022-11-30,40442
599318,2705,3491,2021-09-05,41011
976594,479037,1874,2011-08-23,41399
900747,29880,2841,2009-01-09,36613
854005,891316,2748,2023-01-15,43496
498556,74411,3811,2019-09-25,32727
334080,890337,218,2019-09-15,30258
280726,837605,235,2021-09-13,38744
673775,176707,190,2022-01-12,44387
690466,583363,1613,2003-06-29,42549
638654,682388,1680,2011-12-10,42533
754456,37889,2580,2023-10-08,37356
150343,815221,3699,2018-12-29,45235
513075,505330,2091,2021-10-20,52801
986530,502127,3448,2019-03-24,21782
634684,159270,827,2017-08-25,35092
967376,430830,3710,2017-11-18,43646
850707,561358,1345,2023-03-01,26184
48128,338010,1884,2022-03-26,23803
132469,612246,1997,2022-11-12,24919
520056,900483,2936,2023-06-02,21484
236012,147483,631,2016-09-23,43738
859406,245838,2137,2022-12-12,39649
584410,444663,2156,2022-12-14,43365
483308,64779,2857,2017-01-16,26151
16246,739892,1715,2018-09-11,32263
466940,999614,673,2016-02-03,23111
975865,538591,485,2016-07-29,26285
509433,395124,3414,2023-05-21,55415
201799,331369,3989,2023-12-30,24796
726059,46970,605,2017-06-28,39974
646584,575749,1919,2020-11-12,23751
642646,176188,3666,2011-06-05,53424
322995,997967,3382,2015-03-08,44138
183328,996654,1250,2021-08-15,43535
895508,83195,2266,2014-12-30,35613
672940,548235,685,2007-02-09,24816
755836,156664,3907,2023-12-08,27060
387678,565327,1924,2018-12-16,34575
101740,690844,2240,2023-12-05,44840
780918,439924,3899,2020-01-09,45611
532556,884086,266,2018-03-20,47131
638441,317667,366,2011-07-31,27036
94392,974146,663,2021-06-26,42872
80705,994509,3986,2018-02-18,24496
251212,37893,3841,2023-07-12,23993
22760,690476,1914,2020-10-27,40898
585215,858038,957,2011-10-28,45557
451264,260546,1843,2011-12-13,21244
863008,326974,1794,2023-06-14,44228
511234,567449,76,2005-12-24,40011
107237,904761,1336,2009-09-08,25192
210906,790555,2463,2010-02-24,24602
929740,234732,3254,2013-08-31,25636
154994,850304,813,2022-01-10,46502
405055,451119,1659,2017-03-29,24774
692130,315236,2945,2014-08-01,31512
793227,147684,1703,2022-07-23,38193
264686,35613,272,2020-07-21,43579
708172,987706,2386,2023-08-08,26299
906402,658740,208,2007-12-28,37340
559101,335032,1634,2018-07-03,33306
842965,392755,1200,2012-04-01,40886
450661,347764,1447,2019-02-11,37985
165678,910481,1030,2003-07-30,37527
189544,467706,373,2010-09-14,35451
889580,637484,1348,2003-09-14,56778
297817,616109,3479,2020-06-29,37766
897729,771951,2946,2023-12-03,30856
964722,998535,76,2023-01-21,25715
906620,4236,3593,2013-07-11,35374
740714,434963,1337,2013-02-25,27301
96466,897028,602,2015-07-10,25406
355670,265423,3910,2019-06-09,23139
993193,928017,1328,2023-12-18,44798
944754,225709,703,2002-04-07,22739
259017,17646,131,2012-03-06,33035
74830,448974,3415,2021-04-11,32829
451125,446424,3433,2021-08-11,31719
328292,141048,2189,2006-07-06,43676
982595,380076,3128,2016-05-24,36420
667755,457972,809,2018-10-13,44630
66036,600780,1493,2022-11-20,23694
471800,165045,1032,2019-09-18,57696
23699,220390,1599,2022-04-27,45967
399949,318816,2106,2022-03-16,34233
859366,117122,283,2015-10-07,41818
632870,385398,31,2023-11-18,24832
270616,668031,749,2019-03-12,40767
788277,849669,1929,2022-04-01,26244
940236,631725,1458,2007-09-14,38051
979680,31903,3089,2023-10-21,43152
472645,249825,3088,2022-09-15,38343
696353,584941,2468,2015-02-15,23501
931167,927960,2627,2022-08-10,45075
852918,412640,3059,2017-07-30,21792
260569,919160,2749,2022-06-02,55463
637193,763548,1532,2021-11-25,24343
261089,269989,2721,2013-06-04,35365
90497,400033,3206,2014-02-26,45812
167146,676498,1525,2021-06-02,26079
507186,246256,3781,2017-08-12,45284
912796,666033,69,2013-11-17,37091
912476,572369,2509,2018-02-18,24747
922363,410345,2989,2019-08-17,20840
438268,323810,1720,2015-04-02,28393
384135,209866,1011,2017-01-01,52993
122784,42444,969,2020-10-24,40802
383892,820500,2459,2016-08-02,40798
448342,129884,3744,2021-08-13,28021
877315,240505,273,2023-08-12,43796
386854,904728,1105,2011-06-07,24242
881331,256791,1162,2019-07-01,30815
66686,412876,1141,2023-04-28,26596
376217,605876,937,2016-04-23,45212
997568,590099,530,2010-01-26,43480
74987,267478,881,2018-05-16,25462
37993,58985,3178,2022-07-30,28464
158420,544790,3207,2013-01-06,36657
872316,963718,875,2020-04-20,27527
138239,632726,3445,2018-07-20,40445
742567,253746,2652,2010-01-31,47463
943593,396781,308,2017-04-01,26713
576437,900491,226,2014-03-18,40236
838777,509867,2224,2023-08-24,38609
894746,499436,1056,2008-04-08,43501
140568,3902,3677,2015-03-29,21715
811870,295614,2394,2018-04-19,32303
346822,42245,183,2023-01-27,37721
979247,733749,737,2022-11-27,21018
907554,199898,673,2013-06-24,41455
383202,978751,1359,2021-12-18,43416
273978,220885,3575,2018-07-24,38376
751584,387084,195,2014-04-21,40046
548600,568447,342,2018-04-25,20499
129750,920515,247,2012-02-27,23464
831178,59332,2903,2021-07-21,38442
277913,79959,2250,2012-04-08,40240
723903,229272,180,2012-04-17,38898
763024,880389,406,2022-01-01,56193
272905,136598,2819,2014-11-10,26077
147259,57104,1227,2022-07-27,35379
704564,929514,3098,2017-01-07,29602
459335,945737,894,2023-12-18,25926
920514,328784,653,2006-12-11,26097
221548,634370,2834,2019-04-24,25614
747119,962431,80,2019-07-17,24901
658939,328553,952,2023-05-26,40433
132384,532147,2181,2007-09-29,25512
318227,208772,1256,2008-04-30,43981
589633,536635,1778,2004-12-14,41663
825187,402374,610,2019-05-09,37941
791761,482223,95,2023-04-10,35299
598384,356613,3013,2017-10-30,38214
514138,912570,1315,2023-11-08,24374
690890,459610,3402,2012-08-12,26154
13607,725752,952,2018-01-03,38343
959962,873014,3867,2011-06-18,25239
742233,39677,2448,2022-10-13,53793
903322,166735,2294,2022-03-06,40034
874,446997,2044,2006-02-12,29294
797907,791839,1310,2018-05-23,38569
280993,367558,2068,2019-05-25,42237
936427,512127,3872,2014-01-31,42834
717463,976276,1137,2018-06-15,39125
614583,525505,1130,2010-04-10,25987
135105,744769,456,2012-10-11,41907
420551,885496,2073,2012-10-20,32166
536100,645093,1288,2020-03-28,39233
562774,980226,3660,2022-06-22,24902
410629,158957,378,2017-08-26,36301
297559,77471,3757,2023-04-30,24876
917724,991910,1918,2023-06-20,37196
423234,585450,2577,2015-10-23,36423
480083,63613,821,2017-07-28,41261
842974,919251,469,2021-06-13,21038
3152,80110,660,2021-09-28,35351
488767,748057,1112,2018-09-07,39191
610897,62362,736,2021-05-15,35844
82139,843196,1916,2018-12-22,25691
623062,127890,2565,2013-07-16,36717
266754,710875,2707,2012-05-11,41274
925545,486483,1743,2018-06-27,41952
647640,80047,1916,2003-12-25,33360
372170,831051,1861,2014-08-15,43644
222980,979807,807,2021-06-28,26722
394613,788475,2621,2014-06-05,40401
824488,733656,28,2023-06-02,46533
674808,208668,2458,2012-07-30,38210
770241,378179,3378,2017-08-09,37882
24947,203474,957,2013-01-09,25378
650101,403312,3476,2019-10-03,33916
143922,888039,3079,2014-05-18,21290
870729,714718,1907,2023-02-11,35268
665141,805470,3843,2015-05-18,23525
832149,415660,3010,2012-10-29,29278
569706,429182,2591,2019-04-03,22203
369448,742844,615,2009-03-27,23177
604077,598951,927,2007-10-10,26356
843702,887708,3950,2009-10-31,31998
142489,87874,651,2010-04-17,32989
374900,823517,302,2019-08-13,37632
255522,398280,2142,2020-10-08,39432
129211,374977,2454,2021-12-17,35247
603327,148924,244,2023-02-16,26846
568023,338613,1989,2021-05-24,38963
972403,975478,598,2021-12-24,33763
444100,212963,1450,2021-05-28,24963
180945,209907,3816,2023-02-13,37206
285648,678504,2756,2019-08-22,40296
441303,680431,1628,2016-12-16,30298
858437,642679,739,2009-05-15,25331
654,267080,569,2023-02-24,44770
565256,278856,3235,2023-07-02,30104
496635,759805,645,2009-04-05,38698
515251,430231,1709,2021-02-18,39562
447561,751480,651,2008-12-10,33954
913734,683012,836,2023-11-10,23279
149890,609872,1196,2023-07-07,26213
741571,363935,3964,2003-01-12,45383
683206,45879,767,2023-06-04,23650
891284,257031,53,2007-05-25,39133
668986,447728,1328,2023-04-20,56382
908716,756410,562,2020-12-13,24407
719427,792347,1766,2018-02-07,25416
805071,282674,2335,2019-03-21,28158
829107,338179,24,2020-10-11,25879
142783,895873,3088,2016-08-08,42802
625322,632760,3754,2018-12-11,36716
2392,18532,1703,2023-05-13,39326
1726,719998,3557,2015-02-02,26910
580704,797862,1460,2007-12-27,40050
488696,327460,1607,2022-07-21,37371
34597,662981,1991,2022-01-28,27575
273050,127146,142,2023-03-15,34851
637130,654619,1669,2010-08-21,38344
479777,642327,1837,2022-09-20,38209
301820,548281,135,2016-03-24,53259
139296,144989,1580,2013-03-01,27223
24347,552948,714,2022-11-25,42330
700725,809344,1031,2022-08-08,38615
794510,946265,568,2023-05-27,29389
36701,561770,3330,2013-05-11,26228
851475,114611,3027,2021-11-30,20993
185374,297537,193,2023-12-16,27411
410262,409901,143,2018-03-14,37769
890562,180148,544,2017-09-03,47631
498055,348257,3550,2023-08-24,24885
322200,304186,386,2014-02-03,28656
174748,178311,478,2006-03-09,34313
719669,362586,46,2021-01-13,40129
446014,741102,238,2010-10-17,24906
199638,588948,1711,2023-08-13,36110
595035,15495,2333,2020-05-30,44640
183437,509210,1537,2007-12-08,34771
566911,875453,623,2001-10-12,41034
514343,727395,2884,2023-05-16,22759
621636,475460,2023,2023-01-03,29397
181452,198048,2770,2022-06-17,37497
184191,97929,2371,2013-09-25,39130
685490,627629,179,2018-12-21,43069
466590,478350,3407,2021-03-30,38169
674298,507176,2172,2021-08-02,24748
163021,750150,1252,2019-05-21,41193
684719,278339,1065,2023-05-13,24860
122636,46634,1288,2020-02-06,24275
196589,758900,3977,2023-07-22,44659
274944,729328,210,2022-10-08,35436
979846,264162,2290,2020-02-29,25911
554183,315649,3376,2008-12-20,44923
350370,158039,3826,2016-10-04,41915
88481,964137,50,2019-11-22,34005
547497,279718,2840,2023-07-02,41636
913105,528070,3618,2018-01-17,28222
530565,868675,3344,2021-02-23,26703
564106,214551,3974,2020-12-23,36683
787571,999240,2589,2019-06-16,29728
412311,653142,2740,2013-05-15,41518
852232,741763,678,2016-02-03,26536
638632,144432,2041,2016-04-05,40802
150790,263709,2185,2021-10-11,27247
819719,152311,1740,2023-11-12,43916
225801,894081,468,2019-05-17,35185
630127,886239,2708,2023-07-25,29100
582114,861533,2827,2021-08-04,27837
235277,376658,2886,2017-07-03,32451
176242,776780,1785,2022-04-13,43918
684709,191004,1693,2016-07-29,44835
84401,389375,3053,2020-05-23,25937
123223,105432,1487,2010-02-24,34872
613697,742005,3035,2019-03-12,32261
518653,567818,3687,2004-08-02,45585
402766,47342,565,2020-10-18,54755
589766,360763,2662,2020-12-16,21820
712449,913849,1716,2013-08-18,30895
154782,366862,1778,2023-02-23,53829
805153,804613,1107,2018-08-06,38437
656469,269073,1864,2023-03-12,45146
361902,893332,1282,2022-09-26,23842
928716,847960,748,2023-04-21,38095
920403,840710,510,2022-01-01,24283
618368,224002,831,2016-02-08,41039
423549,84852,693,2017-03-03,26824
639125,153726,3999,2021-08-26,40285
679470,835279,3635,2019-09-21,41506
619886,249924,3627,2023-10-22,43424
987513,781639,826,2021-02-25,45907
857411,210207,2751,2022-03-07,40279
816343,511397,669,2021-09-19,36325
717405,913393,2431,2023-02-06,30201
173594,527560,646,2014-04-23,32044
692618,892124,3631,2013-02-13,42154
992659,934167,1497,2018-11-07,37855
477239,372900,84,2013-03-03,26336
960552,232563,3350,2019-02-28,30957
593362,187465,911,2012-02-16,26400
8060,727350,769,2021-12-11,39475
326579,863960,3331,2021-10-31,33011
941583,76977,815,2016-03-26,28269
350808,233235,1467,2020-06-05,26389
926401,919941,432,2021-10-05,37447
298294,477790,3945,2016-07-30,29638
894797,422223,2438,2021-05-18,41323
852050,996407,1160,2013-04-12,25734
890063,894753,897,2021-01-04,42949
824999,157575,86,2017-03-29,43638
36653,273023,3498,2021-05-03,25232
584311,511772,1959,2023-11-04,37182
302191,553904,3558,2021-10-19,23689
985937,579196,1134,2019-10-07,26729
703809,50331,117,2023-01-23,34528
939986,376008,346,2014-08-17,39007
946469,346794,365,2021-04-08,44949
88957,113553,444,2011-04-15,40938
717827,343617,2942,2018-03-21,56720
635452,980579,1310,2020-01-01,38371
950097,920499,3446,2022-06-08,25437
13057,159192,528,2014-12-11,37677
910935,779046,1117,2011-11-16,37932
157770,964269,1950,2009-11-14,54104
665231,444883,3126,2022-05-04,32391
472781,504203,3850,2021-07-06,40961
553248,987156,926,2020-06-04,26538
94655,619971,1000,2018-04-30,43471
58184,849312,3359,2014-08-22,38319
695130,550931,238,2023-03-20,45655
589315,262453,629,2019-04-12,24191
372014,102429,1029,2020-10-11,37585
102334,41370,869,2010-10-07,26172
912533,918065,1094,2023-09-20,37465
206953,695511,1888,2023-01-06,40847
276481,514300,1418,2006-01-30,23010
741161,781425,3048,2012-11-06,38575
346897,68328,2247,2020-11-30,45732
668355,907198,2318,2023-08-24,24649
544264,973593,3061,2021-08-07,33154
602012,827018,440,2023-03-03,26405
465276,757525,2640,2019-02-17,26419
323811,629352,3069,2023-07-13,41114
214570,192639,1419,2023-03-28,53557
529652,913429,3773,2023-11-21,21026
200826,105829,1859,2021-01-20,24778
201266,473163,2344,2020-01-27,33769
185773,65115,29,2019-09-14,39275
35092,188227,124,2019-10-02,40340
344186,981400,3552,2015-12-28,42572
343430,329292,45,2022-01-03,39360
458578,634205,548,2021-11-30,53592
615987,860730,2995,2013-09-01,29767
910895,832260,3232,2023-01-03,27297
10528,373545,2100,2023-11-19,41827
961741,627696,3295,2017-07-26,29824
772764,940816,219,2023-08-12,42947
155532,829112,1661,2017-12-29,24259
432474,284519,2001,2023-09-18,24920
760656,834210,608,2023-08-01,24495
480605,907795,2909,2022-07-13,41095
678469,161348,2243,2011-10-20,40419
929942,392057,3786,2017-09-05,38631
664280,501522,1901,2011-02-05,41761
638053,1330,3239,2022-10-10,44977
768581,806206,3733,2021-06-04,24549
46732,352754,222,2023-09-27,25493
357365,94571,935,2010-05-19,28568
495627,347308,3881,2021-10-25,28880
998483,402216,1681,2013-04-26,33060
30596,686751,1766,2014-03-17,40748
670338,142252,1808,2023-03-08,40684
375279,939251,954,2023-10-19,42042
300512,25604,2590,2022-02-23,42250
519125,760668,1143,2016-10-18,35984
807476,53571,1305,2017-04-16,35337
790881,563432,1758,2022-06-17,23539
327476,192427,301,2022-02-12,25758
621162,932415,3893,2014-04-10,42591
39995,448873,3994,2023-06-29,36663
323562,837072,2988,2017-11-28,32661
913408,834809,2752,2015-06-13,38219
181135,835819,1081,2023-06-23,21257
455332,33626,3651,2023-09-08,26413
179015,213940,1863,2022-02-05,24927
449708,542036,961,2019-09-01,32404
321548,790628,3896,2005-04-04,36115
676415,522716,743,2022-07-27,25520
48455,176144,344,2008-07-26,30823
349315,38746,968,2019-12-28,26497
909783,385929,1041,2016-05-14,32952
660489,426999,1133,2016-08-07,33315
5861,445921,176,2022-11-30,41266
989371,443393,1856,2015-04-20,26576
197609,688433,2807,2008-02-01,25005
16854,171433,105,2018-08-31,25167
541009,91319,82,2006-03-03,36937
963248,283396,838,2012-07-01,38752
464696,154826,2975,2018-12-13,25016
52996,890800,848,2023-06-11,33367
358875,448028,1283,2021-02-27,55558
786049,879086,760,2006-04-23,25092
548689,70118,1247,2021-12-21,26066
976157,949134,1624,2012-09-28,40595
375879,798435,3320,2017-10-10,26842
627422,91713,3447,2020-10-29,32438
352265,595683,482,2023-04-03,45257
903436,969779,2787,2023-01-02,23917
582757,40623,1676,2016-09-03,37669
319765,274857,315,2023-11-11,25975
741902,904840,1568,2021-01-19,37208
591203,37227,3371,2023-09-27,23573
262469,568977,1925,2016-03-06,27903
392726,15025,468,2016-10-20,35480
452410,607340,2433,2008-04-07,41448
731477,48948,3653,2016-05-09,26644
348306,560393,1795,2023-09-02,23819
923184,740097,2704,2023-07-11,21947
547178,272980,878,2020-07-12,20859
