vehicle_id,price_recorded_date,price
22997,2007-01-01,43032
22997,2008-10-24,43884
22997,2008-12-08,45726
22997,2009-02-07,42362
22997,2008-04-07,45536
22997,2007-05-11,46027
801324,2016-11-05,43183
801324,2018-08-20,45989
801324,2015-12-18,45270
801324,2010-10-11,42632
801324,2014-04-22,45382
801324,2011-07-30,45725
801324,2018-01-08,43569
801324,2016-08-20,41784
492713,2015-01-20,45938
996521,2019-03-18,44935
996521,2021-10-30,44968
996521,2021-07-10,45682
996521,2020-01-11,45696
996521,2020-05-12,42833
996521,2021-11-25,42170
996521,2019-04-09,43515
996521,2021-07-28,44104
22301,2019-08-31,45229
22301,2019-09-08,42146
22301,2016-07-26,41715
22301,2014-11-12,44499
22301,2022-04-30,42719
22301,2022-12-31,44997
611232,2023-03-03,44081
611232,2022-12-10,42274
611232,2021-02-07,42706
611232,2014-06-15,45758
611232,2018-09-11,44306
611232,2015-09-21,42086
611232,2014-01-14,45701
611232,2019-02-08,44458
611232,2019-10-27,44108
611232,2018-10-02,41975
357787,2020-03-08,44544
357787,2020-11-06,41713
357787,2020-08-06,42236
104164,2014-10-18,45454
104164,2007-10-15,44970
104164,2017-10-08,45732
104164,2019-12-14,43436
104164,2019-06-17,42589
104164,2014-08-07,42033
500889,2023-09-29,45850
500889,2023-10-18,44829
500889,2023-06-30,44357
500889,2023-07-23,43715
500889,2023-01-28,43260
500889,2023-04-15,44329
500889,2023-02-22,45359
500889,2023-01-10,42144
500889,2023-03-31,42088
500889,2023-03-25,45274
528570,2016-06-18,42219
176223,2020-11-15,45004
176223,2013-09-29,44951
176223,2021-03-26,45988
176223,2010-05-01,42354
176223,2016-02-04,44562
176223,2021-06-15,44002
176223,2023-12-08,42142
176223,2017-05-28,43594
77860,2012-06-11,44270
77860,2022-09-27,42906
77860,2015-01-25,45566
77860,2012-05-11,42145
77860,2013-05-13,44270
77860,2022-07-21,43930
77860,2020-11-30,44740
77860,2020-03-10,45058
419364,2022-03-10,43449
419364,2022-06-17,45280
419364,2022-11-12,45783
419364,2022-12-13,43028
419364,2022-04-08,43331
419364,2023-08-28,45091
683914,2016-08-03,44275
683914,2016-06-07,45463
683914,2016-10-30,44794
683914,2016-08-26,43160
683914,2016-10-24,42197
683914,2016-01-06,44209
683914,2016-07-18,45419
683914,2016-02-29,44887
683914,2016-01-15,43422
683914,2016-07-03,43345
304902,2023-06-05,43522
304902,2023-06-27,42914
304902,2022-10-03,42840
304902,2023-05-21,45686
304902,2022-07-20,43254
304902,2022-09-25,42319
871876,2014-07-01,43844
871876,2015-05-07,43208
871876,2015-04-15,45696
454092,2023-06-07,42275
181578,2015-07-16,44612
181578,2016-08-12,43295
181578,2015-09-22,44218
181578,2015-09-19,43183
181578,2018-05-08,44922
181578,2017-11-18,43843
181578,2015-09-03,44850
51659,2020-10-21,42309
51659,2022-04-03,44608
51659,2021-10-19,42341
51659,2016-06-14,42468
51659,2020-02-27,44157
769715,2023-08-18,44468
769715,2010-03-16,43360
769715,2014-03-06,41945
769715,2005-02-14,43663
769715,2007-05-01,43431
769715,2009-01-12,43504
901494,2016-10-19,43652
901494,2017-02-11,44921
901494,2017-12-09,45738
901494,2018-10-30,42061
901494,2023-10-11,42710
901494,2018-09-19,42000
901494,2017-04-04,44214
901494,2020-02-04,43485
332532,2012-11-06,43364
332532,2011-09-27,41671
332532,2016-09-10,45697
332532,2014-01-23,43336
332532,2011-12-15,43903
332532,2016-11-19,42984
332532,2015-01-21,43549
802233,2023-01-27,45477
802233,2023-01-26,42315
802233,2023-01-30,44738
802233,2023-01-11,44876
802233,2023-02-09,45434
298215,2011-03-15,44794
298215,2008-10-19,44320
298215,2021-02-08,41834
125611,2023-09-19,44232
125611,2023-11-30,44787
125611,2023-02-16,44521
125611,2023-10-28,45882
125611,2023-09-12,42011
125611,2023-01-17,44437
125611,2023-04-01,45886
125611,2023-07-20,44048
125611,2023-03-17,44010
125611,2023-08-03,41947
526408,2022-01-17,44011
526408,2023-05-14,42783
526408,2021-06-02,42376
526408,2023-11-17,44400
526408,2021-03-11,41779
526408,2020-12-23,44795
526408,2023-04-19,44460
781477,2021-05-15,43819
781477,2020-10-26,42879
781477,2019-09-28,41953
828380,2012-07-27,43728
828380,2014-09-05,45706
828380,2012-01-26,45001
828380,2013-10-15,42040
828380,2012-09-16,41811
828380,2013-02-12,44908
828380,2014-03-24,45399
828380,2014-08-23,44357
828380,2012-05-27,43773
828380,2014-02-24,45963
965678,2017-07-17,43440
965678,2010-11-29,42618
965678,2010-07-06,45916
965678,2014-11-14,45628
965678,2007-05-29,44745
965678,2019-01-07,43632
815521,2013-12-29,45853
346483,2008-10-06,42011
346483,2012-10-01,43578
346483,2005-10-02,41859
346483,2010-09-28,42853
346483,2010-05-29,43394
346483,2010-06-27,43767
346483,2008-11-14,44490
346483,2005-02-12,43376
531716,2002-11-14,42416
531716,2007-12-14,42817
531716,2004-05-28,44335
531716,2005-02-01,45273
531716,2003-02-16,43429
531716,2005-04-15,44546
71464,2015-07-31,41798
71464,2007-07-27,46006
71464,2016-10-27,45823
71464,2012-01-22,45892
71464,2012-09-26,42980
71464,2008-11-14,44715
71464,2017-03-04,42457
716747,2021-03-04,46010
716747,2022-06-14,42539
238839,2017-06-22,43751
238839,2014-10-28,45885
238839,2015-11-06,45617
238839,2020-04-16,42584
238839,2015-09-10,45460
216109,2023-01-04,43916
216109,2023-01-27,45357
216109,2023-01-05,43399
216109,2023-01-30,44687
73583,2021-06-25,42748
73583,2021-03-28,43918
376713,2022-02-04,44266
517357,2021-04-29,45551
49116,2021-08-25,41891
49116,2002-09-11,45846
49116,2021-12-14,43344
49116,2018-04-05,45931
49116,2018-01-13,44898
138701,2022-05-23,42793
138701,2021-01-22,42125
138701,2022-07-20,42632
138701,2021-02-28,43732
398772,2021-09-09,44335
398772,2017-09-03,44069
398772,2019-01-15,43957
398772,2020-04-18,43579
903812,2017-02-28,43215
903812,2022-07-21,41961
903812,2016-06-18,42192
903812,2016-07-03,42985
903812,2019-11-11,42013
903812,2022-11-26,42685
903812,2023-10-09,42614
260133,2010-03-03,42113
260133,2011-05-19,44564
260133,2010-12-15,45194
260133,2010-12-09,41797
260133,2010-05-22,43906
790958,2004-10-20,45490
790958,2003-01-28,45612
790958,2004-01-11,44457
455724,2012-03-23,42867
793687,2015-07-29,42206
793687,2018-04-09,43862
793687,2017-02-13,41777
793687,2016-08-29,44416
793687,2016-08-05,45310
793687,2015-12-27,45985
635132,2017-11-17,45456
635132,2009-02-11,45874
635132,2019-09-04,45687
635132,2011-06-29,45957
559159,2014-08-23,42988
559159,2013-11-18,41878
559159,2015-11-22,41788
974665,2021-06-30,44258
14736,2023-01-23,45734
14736,2023-05-19,45653
14736,2023-04-07,43821
14736,2023-02-15,43197
14736,2023-02-04,42381
14736,2023-04-18,45955
14736,2023-01-11,42184
14736,2023-04-30,45509
868733,2023-03-17,45071
868733,2023-05-21,43231
868733,2023-06-17,45451
868733,2023-04-16,43379
868733,2023-03-11,42037
868733,2023-07-15,43281
868733,2023-07-29,45571
868733,2023-06-21,42768
868733,2023-01-11,42340
719441,2019-02-28,42007
719441,2020-08-18,42183
719441,2017-09-07,42413
719441,2023-07-15,44235
719441,2020-03-03,42780
719441,2019-01-30,45633
719441,2017-01-16,44636
719441,2019-11-24,41844
837379,2017-03-16,43232
837379,2018-10-17,45562
837379,2023-05-29,44588
837379,2021-06-01,42271
837379,2009-08-10,43248
837379,2019-05-28,42779
837379,2013-10-25,45686
837379,2021-08-07,45990
837379,2018-09-24,45429
837379,2017-06-28,41862
32782,2023-03-31,42162
786267,2023-05-03,43610
786267,2023-11-24,42093
786267,2023-01-13,44006
786267,2023-09-28,43466
786267,2023-10-27,45936
786267,2023-08-04,43483
508316,2018-06-19,44986
508316,2017-08-27,43904
508316,2016-02-19,43018
508316,2016-12-31,43600
508316,2017-09-29,43092
508316,2017-03-25,42808
508316,2017-10-11,45907
783434,2011-06-07,42741
783434,2008-08-10,43606
783434,2019-12-06,42303
942214,2006-08-21,45021
942214,2006-09-04,45357
942214,2004-06-06,44577
942214,2004-12-20,42629
942214,2006-06-27,42932
942214,2005-10-28,45848
942214,2006-01-18,44017
942214,2005-04-28,45656
942214,2006-08-19,44743
764914,2020-02-29,42121
764914,2020-08-02,44807
764914,2016-04-30,45235
764914,2017-04-23,42711
764914,2020-07-19,45136
764914,2017-03-21,44835
764914,2018-02-07,44904
764914,2019-11-25,42498
764914,2019-07-03,41908
287131,2022-06-15,41960
287131,2022-12-12,42834
287131,2023-06-29,44114
287131,2022-08-11,45216
870872,2022-02-10,44454
870872,2022-03-09,45349
870872,2022-03-13,42656
870872,2022-01-14,43624
870872,2022-02-17,43718
870872,2022-05-22,41663
870872,2022-03-05,43881
870872,2022-05-31,43385
870872,2022-01-08,43426
119508,2010-11-18,44016
119508,2007-04-23,44097
119508,2008-05-14,41906
119508,2016-11-19,43730
119508,2022-12-09,41861
119508,2009-01-07,43954
119508,2012-03-16,42909
119508,2004-03-11,44142
119508,2020-04-20,43297
119508,2010-03-29,41874
634634,2007-01-08,45932
634634,2014-06-17,45221
634634,2012-03-20,42402
634634,2014-04-04,45689
731026,2023-02-06,43548
731026,2023-01-14,43671
731026,2023-02-08,42020
731026,2023-01-25,42919
731026,2023-03-14,44396
731026,2023-03-25,45180
731026,2023-01-01,44912
731026,2023-01-24,44817
20727,2023-05-14,43948
20727,2023-07-24,41907
20727,2023-01-05,44517
20727,2023-06-20,42397
224014,2022-07-27,43048
224014,2023-11-12,43183
224014,2021-04-19,42155
224014,2023-11-19,44137
224014,2023-10-05,43650
224014,2023-09-24,42100
405141,2020-09-25,42246
405141,2020-10-12,45906
405141,2018-08-19,43243
405141,2014-03-02,43912
405141,2016-08-23,44899
807193,2018-05-21,44180
807193,2009-10-12,45471
807193,2012-02-29,42949
690585,2023-01-09,45894
690585,2023-08-10,43169
690585,2023-06-07,45740
321721,2014-01-08,42882
321721,2015-10-22,43885
321721,2018-02-25,44202
821438,2020-07-17,42036
821438,2021-11-23,45621
821438,2023-03-18,43061
821438,2022-02-20,44594
821438,2022-12-23,45379
821438,2023-08-01,45724
821438,2020-08-05,42337
821438,2020-07-18,44290
821438,2023-07-12,43819
660475,2014-07-24,44790
660475,2023-07-15,44654
842293,2022-09-07,44511
842293,2022-11-30,45063
842293,2022-09-02,43029
842293,2023-04-28,44319
842293,2022-05-19,42008
842293,2023-01-09,44142
842293,2022-03-21,42868
842293,2022-01-16,44159
842293,2022-03-24,41707
842293,2022-03-30,43694
972808,2022-10-04,45751
972808,2023-02-22,43828
972808,2023-08-06,42784
972808,2022-01-15,45878
972808,2023-07-21,44080
972808,2023-04-24,45840
972808,2022-11-29,44229
972808,2022-11-09,45133
972808,2023-02-10,45588
972808,2022-05-30,45459
788201,2014-04-28,45148
788201,2014-06-22,43012
788201,2014-01-12,44357
788201,2014-07-07,45010
788201,2014-04-07,42282
788201,2014-11-05,44784
788201,2014-03-31,46029
788201,2014-03-13,42460
788201,2014-09-20,43459
186918,2020-08-21,42167
186918,2020-01-29,42914
186918,2020-10-21,41703
186918,2021-02-03,42037
186918,2018-06-05,44004
186918,2019-03-08,42171
186918,2020-07-08,44785
186918,2021-11-04,44526
186918,2019-01-26,44410
186918,2019-01-28,45220
865097,2013-09-06,43576
865097,2013-08-20,45499
73937,2023-04-24,42319
73937,2023-05-02,44644
73937,2023-05-10,43205
73937,2023-03-02,45916
806314,2012-03-25,41688
806314,2010-06-17,44735
412509,2023-04-30,44482
412509,2023-01-31,44860
412509,2023-03-04,44408
412509,2023-04-26,43217
412509,2023-01-08,43785
412509,2023-03-02,44923
412509,2023-01-12,43679
412509,2023-05-07,43685
571820,2023-04-18,41958
571820,2023-03-14,45941
571820,2023-01-06,43765
571820,2023-09-04,41913
571820,2023-03-03,45380
571820,2023-01-25,41760
571820,2023-10-12,42459
571820,2023-10-17,42053
571820,2023-03-15,44529
395226,2020-09-21,42833
395226,2015-02-15,42292
395226,2015-01-24,44104
395226,2014-02-02,43760
395226,2019-10-14,45677
395226,2014-03-29,45456
395226,2020-08-10,43783
395226,2019-08-21,44754
395226,2020-12-04,44643
18202,2010-01-03,41817
18202,2010-01-02,43730
18202,2010-01-05,45420
562369,2010-05-01,42247
562369,2010-03-17,42497
562369,2011-03-19,41837
562369,2011-05-02,45797
562369,2010-09-28,43268
562369,2010-05-23,42011
609488,2020-11-23,45734
726621,2012-07-01,43787
726621,2011-10-05,41774
726621,2011-02-03,45391
726621,2011-08-31,42296
857066,2015-04-21,43509
857066,2015-07-28,43078
857066,2015-02-27,42013
857066,2015-07-31,44299
857066,2015-06-25,44993
857066,2015-02-08,45006
418049,2005-11-14,44244
418049,2006-04-18,45984
418049,2007-02-03,43811
418049,2006-03-18,43487
418049,2005-05-15,44669
313045,2007-11-13,44576
313045,2015-08-24,44318
313045,2013-06-14,42643
313045,2015-11-21,42509
772132,2022-10-24,44370
772132,2020-11-19,44503
772132,2019-12-07,45222
519703,2023-09-16,44354
995850,2012-02-06,44692
995850,2010-12-28,43337
995850,2012-01-01,43926
995850,2014-02-02,42640
995850,2011-06-17,45617
995850,2011-11-18,45100
995850,2014-05-07,44846
235999,2016-12-24,42726
235999,2020-04-02,42573
235999,2023-09-29,42915
235999,2021-05-30,46000
235999,2016-05-29,41918
235999,2019-04-14,44017
235999,2018-04-18,44416
235999,2017-01-31,41831
235999,2023-03-27,44338
235999,2016-09-20,44311
561824,2021-02-11,44753
561824,2022-09-22,42403
561824,2021-07-06,45935
561824,2021-09-16,43413
561824,2021-07-04,45347
561824,2022-03-11,42379
561824,2023-12-14,41738
561824,2022-09-09,41833
561824,2023-07-30,42979
827260,2023-02-15,43495
827260,2023-01-28,43800
827260,2023-03-15,44540
827260,2023-02-05,45767
827260,2023-01-06,42519
861738,2017-12-23,44030
861738,2018-08-07,44551
352251,2009-10-30,43499
352251,2020-07-08,43196
352251,2014-08-28,42933
352251,2018-09-02,43623
352251,2019-08-04,45639
352251,2023-10-08,45531
352251,2010-07-02,42357
352251,2011-04-11,43452
352251,2016-10-09,45758
804646,2009-02-09,45909
804646,2009-01-05,42716
804646,2009-02-03,45023
804646,2009-02-08,45248
804646,2009-02-01,44382
804646,2009-01-16,44552
769731,2019-05-11,43388
769731,2019-04-13,42088
769731,2021-05-09,43890
282157,2009-06-30,43035
282157,2012-04-15,42430
282157,2011-08-21,45721
282157,2013-04-15,42114
282157,2013-05-12,43455
282157,2014-09-24,42361
282157,2009-07-06,44709
583461,2005-02-18,46009
583461,2003-10-19,42574
604370,2023-06-14,41813
604370,2023-08-12,42188
970685,2021-03-22,42031
970685,2021-10-17,42316
970685,2023-03-27,45292
970685,2021-08-16,42305
970685,2018-06-20,42122
970685,2019-03-16,45632
243280,2023-10-11,42802
243280,2023-01-07,42283
243280,2023-09-16,44626
126808,2021-06-05,44746
126808,2015-06-13,42632
155979,2023-07-12,43598
155979,2022-11-19,43655
945867,2019-01-29,41999
945867,2017-05-24,41924
945867,2019-02-02,41731
945867,2017-11-07,42255
945867,2017-08-17,45983
52767,2023-10-07,43383
52767,2023-09-23,46044
52767,2023-04-12,42107
339775,2021-01-11,44235
339775,2010-12-07,43523
339775,2011-01-28,42209
339775,2018-09-09,45219
339775,2018-01-15,43268
634016,2019-05-14,44255
634016,2018-01-06,44834
634016,2020-02-07,45183
634016,2018-08-27,45648
634016,2021-11-30,41938
634016,2020-05-01,45095
948459,2020-01-21,41850
948459,2018-01-08,42925
948459,2016-08-26,43113
948459,2019-03-02,42287
948459,2017-09-26,42612
884733,2013-07-12,43473
884733,2014-10-30,42058
884733,2013-11-12,45832
884733,2021-03-07,43646
884733,2021-08-13,44819
884733,2016-08-25,44395
943657,2004-08-22,44609
943657,2005-06-12,44056
943657,2004-03-07,42044
873001,2021-12-07,42470
873001,2019-09-27,43844
873001,2019-06-15,43478
873001,2020-11-29,44229
115166,2018-08-15,42037
115166,2020-10-10,44341
115166,2020-12-12,43196
115166,2018-02-05,41965
115166,2023-10-30,42631
115166,2017-08-22,42562
115166,2017-02-18,45961
115166,2020-05-28,44111
115166,2023-01-14,42912
651814,2023-01-25,44712
651814,2023-06-23,44974
651814,2023-02-25,43724
651814,2023-06-04,41689
676194,2015-08-14,42882
676194,2009-11-29,44507
676194,2010-01-24,42780
676194,2014-11-25,43258
676194,2006-02-04,42791
676194,2013-09-22,45723
676194,2010-03-02,45754
676194,2008-04-21,42809
711514,2022-03-01,45667
711514,2022-02-27,41830
711514,2022-03-30,43221
711514,2022-03-31,41791
711514,2022-01-04,45995
711514,2022-03-23,44605
711514,2022-01-05,42462
711514,2022-03-19,42529
468886,2016-02-15,43490
821960,2015-08-23,41795
821960,2014-07-29,45505
821960,2010-10-21,42077
663506,2015-11-22,42643
663506,2004-06-21,44098
663506,2004-11-08,44892
663506,2023-01-14,43719
663506,2015-11-07,42178
101739,2007-03-24,43394
101739,2023-05-22,43179
101739,2018-06-21,42538
101739,2006-02-15,42153
101739,2019-06-08,43701
101739,2019-02-07,42144
39791,2007-10-13,42877
39791,2007-03-30,43893
39791,2008-02-22,42142
625933,2023-07-20,43763
625933,2023-01-21,43381
625933,2023-10-25,43354
625933,2023-09-01,42685
625933,2018-05-09,45717
625933,2021-06-05,43071
625933,2018-05-21,42068
385238,2022-01-05,43900
385238,2021-07-22,45092
385238,2023-02-28,42239
385238,2022-03-12,42033
385238,2022-07-22,42530
385238,2023-05-18,42088
385238,2023-12-10,45436
385238,2022-07-19,45674
385238,2021-02-23,45025
385238,2022-02-21,42443
519051,2020-11-01,41759
420525,2014-11-06,45285
420525,2018-04-02,45337
420525,2016-11-14,43923
420525,2016-05-04,43635
420525,2016-11-21,43700
420525,2015-12-21,43815
420525,2015-09-04,44849
420525,2016-09-16,43940
420525,2014-08-30,44978
420525,2016-01-22,45940
451059,2023-03-18,42981
451059,2023-04-19,44299
451059,2015-02-24,43152
451059,2022-08-12,42192
451059,2016-12-12,44274
1490,2023-07-27,44627
1490,2017-04-14,42580
1490,2020-01-05,45066
1490,2021-10-01,43224
1490,2017-08-18,42258
1490,2019-03-21,43347
1490,2020-03-08,42360
1490,2018-03-24,42412
367939,2009-10-26,43189
367939,2012-02-06,44510
367939,2004-01-03,44058
367939,2006-02-01,43167
367939,2014-05-03,45457
367939,2011-09-13,44760
367939,2013-09-30,43517
367939,2004-06-25,43379
431842,2021-04-12,42721
431842,2022-02-22,43589
431842,2021-10-08,46029
484752,2022-10-22,44897
484752,2023-06-17,42307
484752,2013-05-09,45106
484752,2016-07-13,45004
484752,2012-09-10,42193
484752,2016-12-09,41688
484752,2020-08-10,44504
484752,2020-01-26,44525
795502,2022-08-19,43759
795502,2019-12-29,41936
795502,2022-10-05,41997
795502,2022-04-25,45482
795502,2018-10-20,45285
462523,2014-03-16,42690
462523,2010-06-17,43287
462523,2008-02-19,42328
462523,2009-07-29,42864
462523,2014-01-18,42103
683166,2004-12-18,43886
683166,2011-10-20,44441
683166,2007-04-25,44452
185793,2019-08-06,44156
185793,2012-08-05,43994
185793,2020-02-06,43342
185793,2017-04-21,44641
165604,2011-01-15,44738
165604,2017-05-14,45232
165604,2015-04-15,42332
165604,2014-06-10,45928
165604,2008-07-25,45431
165604,2016-06-17,45699
165604,2014-11-20,41780
165604,2013-11-07,46044
165604,2009-07-03,42589
824173,2002-10-30,42382
824173,2004-11-18,44029
824173,2003-07-17,41987
500836,2018-02-09,45350
500836,2019-09-07,43548
500836,2019-01-21,41921
500836,2017-09-15,41998
500836,2018-05-05,45864
500836,2018-05-01,44796
500836,2019-05-13,42936
500836,2018-02-02,45495
500836,2018-02-13,44590
500836,2019-02-26,43220
1587,2016-08-22,41751
1587,2012-04-14,42062
1587,2016-09-29,43441
1587,2013-07-10,43127
1587,2023-02-13,43300
1587,2012-02-09,43691
1587,2022-11-22,43885
1587,2021-12-19,43280
1587,2019-01-23,45534
256981,2023-08-13,44227
256981,2014-11-28,41672
256981,2021-08-14,45722
256981,2016-01-28,41903
256981,2014-04-22,43730
102570,2018-11-19,44255
102570,2017-02-14,43375
102570,2023-04-15,43220
102570,2017-02-06,42464
102570,2022-06-04,42833
4636,2008-07-08,41983
4636,2018-07-18,42175
77372,2011-01-18,42469
621293,2023-03-02,45560
621293,2023-08-01,41691
741390,2010-11-02,45199
741390,2013-01-18,43948
741390,2007-09-30,43197
741390,2018-03-31,43783
741390,2018-03-04,42756
741390,2016-01-15,45382
741390,2008-07-10,42484
741390,2010-07-17,43051
862228,2021-06-11,43587
862228,2023-09-13,44875
862228,2023-09-17,44559
862228,2022-10-20,43039
862228,2023-02-24,41813
792553,2016-07-29,44843
792553,2013-09-08,43499
792553,2020-10-25,43411
792553,2018-02-18,45087
792553,2015-05-30,43164
792553,2017-05-19,41875
792553,2018-09-11,44650
504896,2018-05-07,41775
504896,2016-08-26,43117
504896,2019-07-15,44190
504896,2016-02-06,44886
504896,2018-05-14,42693
504896,2020-01-31,42543
504896,2016-03-22,42995
379880,2019-09-02,45540
379880,2019-10-17,43274
379880,2016-09-15,45399
379880,2018-03-04,42312
379880,2012-08-19,42481
728673,2016-09-01,42104
728673,2023-04-05,43087
728673,2021-04-25,45283
728673,2020-10-15,42729
728673,2017-05-13,41981
728673,2016-06-17,46019
728673,2018-02-15,45900
728673,2021-02-02,44760
728673,2018-01-03,44164
886173,2023-07-10,45248
886173,2023-07-14,42363
886173,2023-01-02,45825
886173,2023-07-24,45416
886173,2023-11-10,45276
886173,2023-02-08,44036
501715,2021-10-19,43949
501715,2020-06-06,43358
501715,2018-01-15,43535
501715,2018-09-01,42889
772642,2023-06-28,42571
772642,2023-07-01,44018
772642,2023-02-19,43768
772642,2023-07-17,42934
895024,2021-04-27,43266
895024,2021-01-28,42000
895024,2021-09-17,45744
895024,2021-02-04,42854
895024,2021-01-01,42882
895024,2021-08-19,44835
426867,2006-10-02,43497
426867,2012-06-22,43415
426867,2009-12-17,44515
426867,2010-06-10,41895
181461,2019-09-04,42125
181461,2015-01-02,42538
181461,2022-03-24,42141
181461,2011-05-10,43015
150216,2014-06-16,42792
150216,2018-12-20,44531
150216,2019-12-30,44667
150216,2018-03-13,45880
150216,2018-12-11,44590
150216,2015-11-01,43368
150216,2019-12-20,45600
150216,2023-07-02,44449
150216,2014-04-25,43155
150216,2015-10-29,42878
135954,2017-06-08,44566
553520,2021-05-05,41728
553520,2022-03-03,45257
711536,2022-04-17,43940
711536,2014-03-06,42257
711536,2014-05-01,42245
711536,2019-11-28,43299
711536,2021-06-20,45152
711536,2021-10-27,43591
711536,2020-04-11,46016
711536,2013-11-04,45185
311540,2016-01-22,42949
311540,2015-06-02,41830
311540,2014-04-29,45169
311540,2017-05-04,42368
311540,2015-11-26,44930
311540,2015-10-14,43997
311540,2017-03-14,44399
992702,2019-02-05,42869
992702,2017-01-15,43601
35259,2018-11-26,43064
35259,2010-04-21,43408
35259,2016-03-29,43816
35259,2022-02-15,44444
35259,2010-07-11,45748
35259,2009-06-16,45284
35259,2019-12-18,44577
35259,2018-01-09,45300
35259,2023-03-03,45455
798319,2016-10-19,44580
798319,2016-02-05,43128
950857,2019-06-27,41849
950857,2012-09-25,44342
950857,2010-11-16,43409
950857,2012-02-09,44090
950857,2010-10-10,44451
950857,2015-03-14,44183
950857,2010-05-20,43647
950857,2012-05-14,45178
625967,2023-05-13,45564
625967,2018-04-27,43081
625967,2022-10-26,42557
625967,2019-08-04,45473
625967,2021-07-29,42591
625967,2022-04-13,42548
625967,2019-03-25,43030
625967,2019-02-02,45289
625967,2018-01-12,41823
625967,2022-09-21,43893
386196,2016-12-17,41864
386196,2023-04-15,45848
386196,2018-09-30,43030
386196,2017-06-28,42420
577769,2017-09-25,42159
577769,2017-06-25,44887
577769,2017-07-24,42850
154596,2018-05-22,42866
154596,2006-08-25,42548
154596,2017-06-25,44704
154596,2014-03-08,44557
154596,2005-02-23,43826
154596,2019-01-01,42883
154596,2011-08-09,44737
154596,2006-04-13,45455
154596,2017-11-07,44554
154596,2005-07-20,42715
971516,2022-11-02,42235
971516,2021-08-04,44145
17859,2020-10-08,44522
17859,2020-03-17,43603
17859,2020-02-07,43418
17859,2020-04-26,43552
17859,2021-09-17,42902
17859,2020-12-06,41921
17859,2021-08-03,44193
17859,2021-06-27,44525
17859,2021-09-07,45502
908227,2016-02-09,43581
908227,2017-02-14,42191
908227,2023-03-14,43646
471744,2023-12-23,44551
471744,2023-04-04,43600
471744,2023-04-12,44530
471744,2019-05-15,42558
471744,2023-05-26,45203
471744,2021-11-09,43376
471744,2023-01-16,43596
798629,2017-02-04,43327
798629,2017-03-21,44569
798629,2017-02-27,45831
798629,2017-02-13,44983
938630,2023-04-29,45897
938630,2023-11-26,42736
938630,2023-11-19,45985
938630,2023-03-05,43433
938630,2023-07-18,42477
938630,2023-06-03,42538
938630,2023-02-23,42426
938630,2023-10-05,41941
938630,2023-06-23,43386
925013,2022-08-14,44817
925013,2016-03-14,44789
925013,2018-12-31,43116
925013,2020-11-16,44161
925013,2016-06-14,42275
925013,2016-09-26,42912
925013,2017-05-23,43795
925013,2023-02-07,42498
925013,2017-07-10,43261
925013,2021-05-16,41731
448017,2011-09-23,43767
448017,2011-07-25,43228
300010,2023-01-28,44591
300010,2022-01-14,45647
300010,2020-05-12,45909
300010,2019-01-04,42182
501779,2023-03-06,42173
501779,2023-10-06,43999
501779,2023-01-07,43353
501779,2023-07-12,42533
501779,2023-01-23,45239
501779,2023-12-22,41803
351739,2018-09-07,44178
351739,2021-01-18,44798
351739,2014-03-17,45094
351739,2022-11-17,42545
351739,2021-04-18,44089
351739,2012-05-30,44965
351739,2013-06-20,42431
351739,2019-06-15,41790
351739,2020-11-24,44500
557010,2015-01-18,43876
557010,2007-08-19,45792
557010,2013-10-10,41716
557010,2004-06-15,45064
557010,2022-07-22,43129
557010,2002-08-28,43271
557010,2018-12-10,44318
557010,2005-03-10,44612
557010,2011-03-14,45987
557010,2018-11-01,42259
227747,2022-12-03,45050
727665,2023-10-18,43606
727665,2023-10-10,43910
727665,2023-09-25,43285
17736,2013-07-12,45509
17736,2006-04-28,43551
17736,2013-01-28,43199
17736,2007-01-21,44647
17736,2004-08-05,44653
17736,2010-02-28,45308
17736,2014-11-01,42833
17736,2015-01-15,45552
17736,2009-10-19,42248
17736,2016-11-10,43670
19971,2015-10-24,44921
19971,2016-04-21,43567
19971,2017-05-11,43563
19971,2017-04-18,42282
19971,2015-09-12,41948
19971,2015-02-02,43816
196069,2023-02-18,43927
196069,2023-05-12,42580
196069,2023-06-15,43852
737043,2016-04-23,45720
525356,2018-01-08,45896
525356,2021-10-02,42194
525356,2021-06-02,43942
525356,2016-10-16,45831
525356,2019-12-10,43455
525356,2021-10-15,43665
525356,2020-09-24,42386
525356,2023-02-27,44393
525356,2017-10-27,44973
525356,2023-07-23,45978
286507,2015-06-25,43720
286507,2015-05-31,45313
286507,2014-03-03,43248
286507,2016-01-15,42087
769755,2008-01-10,41763
769755,2012-04-28,44270
769755,2003-05-31,44177
769755,2008-11-20,45359
357085,2011-12-20,45625
357085,2013-11-07,43070
357085,2019-08-22,45213
357085,2016-03-20,43225
357085,2013-01-27,41964
357085,2014-04-14,45429
357085,2017-06-12,45314
357085,2016-04-16,45951
357085,2017-06-07,43053
357085,2018-09-26,42104
124428,2018-08-13,44869
263248,2019-12-28,42142
263248,2021-07-20,44106
263248,2019-08-20,43970
263248,2020-04-22,44069
263248,2021-11-14,42090
431059,2018-05-23,43061
11757,2013-09-11,44793
11757,2006-12-04,42493
197821,2015-02-11,45912
197821,2019-05-18,44897
197821,2009-04-30,44113
197821,2009-02-03,41857
197821,2014-03-28,42138
197821,2007-09-18,43497
197821,2010-12-31,45712
197821,2015-02-06,42454
